node_gene_ID	node_gene_Name	type	target_gene_ID	target_gene_Name	clipExpNum
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000249	Mtif2	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000250	Rtn4	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000256	Canx	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000257	Canx	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000260	Hspa4	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000262	Aff4	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000263	Kif3a	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000283	Rabep1	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000288	Smg6	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000289	Rtn4rl1	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000295	Taok1	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000301	Acaca	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000302	Ggnbp2	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000303	Usp32	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000307	Trim37	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000311	Stxbp4	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000312	Stxbp4	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000317	Npepps	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000321	Krt14	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000327	1700081L11Rik	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000328	1700081L11Rik	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000329	1700081L11Rik	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000332	Helz	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000334	Ccdc46	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000336	mmu_circ_0000336	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000346	Asxl2	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000347	Asxl2	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000348	Dtnb	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000349	Dtnb	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000350	Dtnb	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000351	Dtnb	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000354	Atad2b	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000355	Atad2b	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000359	Ddx1	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000361	Mboat2	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000362	Mboat2	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000363	Mboat2	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000364	Mboat2	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000366	Dgkb	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000367	Dock4	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000370	Strn3	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000371	Strn3	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000372	Strn3	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000380	mmu_circ_0000380	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000382	Ralgapa1	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000386	Sos2	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000387	Mnat1	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000389	Syt16	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000407	Nrxn3	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000408	Kcnk10	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000410	Ttc7b	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000411	Unc79	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000414	Bcl11b	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000418	Mirg	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000421	Mark3	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000428	Adarb2	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000429	Adarb2	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000431	Ryr2	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000432	Cdk13	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000433	Cdk13	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000434	Cdk13	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000435	Vps41	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000436	Vps41	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000437	Vps41	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000439	Hist1h2ae	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000456	Hivep1	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000458	Ranbp9	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000464	Uimc1	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000469	Agtpbp1	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000470	2010111I01Rik	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000475	AA987161	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000480	Fam172a	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000483	Rasa1	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000487	Xrcc4	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000488	Xrcc4	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000489	Ssbp2	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000491	Homer1	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000496	Nln	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000497	Ipo11	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000500	mmu_circ_0000500	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000502	Thoc7	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000506	Myst4	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000508	Samd8	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000512	Zmiz1	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000513	Zmiz1	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000517	Erc2	1
